marital,age,sex,race,hompop,happy,health,satjob,fincome
5,22,2,1,5,1,0,1,34470
5,35,1,1,3,2,0,2,178712.4649
1,46,1,2,4,2,2,2,63195
1,63,2,1,2,1,1,1,76600
3,40,1,1,2,3,2,3,28725
3,46,2,1,1,1,0,0,21065
1,64,1,1,2,1,1,1,0
2,89,2,1,2,2,0,0,24895
4,51,2,1,6,1,0,1,12447.5
3,41,1,1,4,2,1,2,178712.4649
5,41,1,1,2,1,2,2,28725
2,65,1,1,1,3,4,0,21065
1,62,1,1,6,2,2,1,178712.4649
3,48,2,1,3,2,3,0,28725
2,45,2,2,1,2,0,2,6894
2,80,2,1,1,2,2,0,0
1,73,2,1,2,1,2,0,21065
3,35,2,1,4,1,2,1,76600
1,68,2,1,2,2,2,0,91920
2,68,2,2,3,1,0,0,6894
5,27,1,1,2,2,0,2,34470
1,26,1,1,3,1,1,2,34470
1,28,1,1,4,2,0,1,42130
1,67,2,1,2,1,2,0,51705
2,78,2,1,3,1,2,0,18192.5
5,20,1,2,5,1,0,4,42130
1,31,2,1,3,2,2,1,34470
3,30,2,2,3,2,2,2,10532.5
5,29,2,2,3,2,2,3,18192.5
4,49,1,1,5,2,0,1,0
3,42,1,1,1,1,2,1,34470
4,34,2,1,7,1,0,1,51705
5,31,2,1,3,2,2,2,16277.5
5,27,1,1,1,2,2,2,24895
1,37,1,1,4,2,0,2,42130
1,60,2,1,2,2,0,0,51705
5,47,2,1,1,2,3,1,42130
5,34,2,1,4,1,3,2,8617.5
1,35,2,1,4,1,0,0,63195
1,37,1,1,6,2,2,4,28725
1,57,2,1,2,3,3,4,21065
2,71,2,1,1,2,0,2,10532.5
3,36,2,3,1,1,1,1,24895
1,27,2,1,4,2,1,2,42130
3,64,2,1,1,2,2,0,10532.5
1,34,2,1,5,2,0,0,76600
1,35,1,1,6,3,2,2,34470
1,57,2,1,2,2,0,2,91920
1,38,2,1,5,2,0,1,42130
2,44,2,1,2,2,1,2,14362.5
1,29,2,1,2,2,0,3,16277.5
1,30,1,1,4,2,2,2,24895
3,37,2,1,3,2,3,0,0
3,31,1,1,3,2,0,1,34470
1,46,2,1,2,1,1,1,76600
2,86,2,1,2,1,0,0,14362.5
1,33,2,1,3,1,0,4,76600
3,57,1,1,1,2,4,0,4979
3,74,2,1,2,2,0,1,51705
1,23,2,3,4,2,3,1,8617.5
5,29,2,3,7,1,3,3,24895
5,70,2,3,6,1,2,2,16277.5
1,84,2,1,2,1,3,0,0
4,23,1,1,3,1,0,0,0
1,47,1,3,2,2,0,1,91920
1,53,1,1,2,2,2,2,91920
1,69,2,1,2,1,0,0,34470
3,54,2,1,1,1,0,1,21065
1,70,1,1,2,2,1,1,178712.4649
1,54,1,1,3,3,0,3,91920
1,51,1,1,7,1,2,1,107240
1,46,2,1,4,3,0,2,34470
5,30,1,1,3,2,2,4,24895
5,49,1,2,1,3,0,3,24895
3,51,1,1,4,1,1,1,24895
5,33,1,1,2,3,0,3,42130
1,32,2,1,7,2,2,2,24895
1,33,2,1,2,2,0,2,76600
3,55,2,2,1,2,1,1,34470
1,59,2,1,4,2,1,4,107240
1,45,1,1,3,2,0,1,63195
5,39,1,1,2,2,2,2,34470
3,69,2,2,3,3,4,0,0
1,57,1,1,5,2,4,0,8617.5
1,53,1,1,2,2,0,1,76600
5,33,2,3,2,2,3,2,28725
1,46,1,1,3,2,1,1,178712.4649
5,28,2,1,3,2,2,2,51705
5,24,2,1,2,2,0,1,24895
2,56,2,1,2,2,2,1,8617.5
5,52,2,1,3,3,2,2,1532
1,44,1,1,4,3,3,2,63195
1,51,1,1,2,3,0,2,178712.4649
5,23,1,1,2,1,1,1,0
3,41,2,1,2,2,1,3,51705
3,62,1,1,1,2,1,0,34470
1,42,2,1,3,2,1,1,107240
5,27,1,1,1,2,0,4,18192.5
1,43,2,1,5,2,0,1,91920
1,36,2,1,2,2,3,1,42130
2,67,2,1,1,2,0,0,21065
1,35,2,1,4,2,2,2,42130
3,72,2,1,1,2,1,1,12447.5
1,65,2,1,2,1,1,1,51705
1,67,1,1,2,1,3,0,21065
3,69,2,1,2,1,0,0,34470
1,37,2,1,5,2,1,1,107240
5,47,1,1,1,2,2,2,0
2,81,2,1,1,2,0,0,16277.5
3,51,1,1,2,2,3,0,383
5,29,2,1,2,1,0,1,24895
1,48,2,1,3,1,2,1,76600
5,59,1,1,2,2,0,2,8617.5
5,33,2,1,3,3,4,3,0
3,29,2,1,5,2,2,1,1532
3,57,1,1,1,3,4,0,6894
5,32,2,1,5,2,0,3,107240
5,25,2,1,2,2,2,2,51705
5,32,1,1,7,2,3,2,42130
1,40,2,1,8,2,0,2,34470
3,66,2,1,2,1,0,0,28725
5,30,1,2,3,2,0,1,8617.5
1,53,2,1,2,1,1,1,42130
2,40,2,1,2,2,0,2,12447.5
5,39,2,3,2,2,0,2,8617.5
4,41,1,1,4,2,3,1,16277.5
1,44,1,1,5,2,0,1,91920
3,61,2,1,5,3,0,4,63195
1,78,1,1,2,1,1,2,63195
2,69,2,1,1,2,1,0,28725
3,66,2,1,1,3,2,0,10532.5
1,25,2,1,4,2,2,2,34470
3,55,2,1,2,2,2,2,16277.5
2,71,2,3,5,1,4,0,18192.5
1,56,1,3,2,2,0,1,178712.4649
1,69,2,1,2,2,2,0,51705
5,30,2,1,5,1,0,2,178712.4649
5,20,2,3,5,2,0,4,42130
5,31,1,2,3,2,3,2,21065
1,81,2,1,2,1,0,1,34470
4,67,2,1,3,2,3,0,42130
3,35,2,3,3,2,0,1,21065
3,61,2,3,2,2,3,1,18192.5
3,49,2,1,1,1,0,2,51705
2,82,2,3,2,2,1,0,51705
1,73,1,1,2,1,0,0,1532
3,51,2,1,1,2,2,1,63195
5,58,2,3,1,2,0,0,34470
5,37,2,1,2,1,2,1,51705
3,71,1,1,3,1,2,0,24895
5,25,1,3,1,2,2,0,12447.5
1,78,2,3,2,1,2,0,3447
1,73,1,3,2,1,0,0,42130
1,56,1,1,6,1,2,1,63195
1,44,1,1,3,3,0,1,76600
1,54,2,1,4,2,3,3,91920
2,86,2,1,1,2,0,2,24895
5,61,2,1,2,2,1,0,178712.4649
1,41,1,1,5,2,0,2,0
1,33,1,1,3,1,2,1,107240
1,43,1,1,5,2,2,1,107240
5,21,2,1,3,2,0,0,0
1,57,1,1,4,2,2,2,63195
3,54,2,1,2,2,0,1,76600
3,68,1,1,1,2,1,0,0
2,82,2,1,1,2,2,2,16277.5
4,61,2,1,1,2,0,1,34470
4,43,2,1,4,2,2,1,34470
1,70,2,1,2,2,0,0,0
1,45,1,1,3,2,2,2,91920
1,67,2,1,2,3,0,2,34470
1,49,1,1,3,2,1,2,178712.4649
3,48,1,1,1,2,1,2,107240
2,82,1,1,1,2,3,0,42130
2,85,2,1,1,3,0,0,28725
3,59,1,1,1,3,3,4,12447.5
1,63,1,1,2,2,1,1,178712.4649
5,22,1,1,4,2,2,2,18192.5
2,64,2,1,1,2,3,0,28725
5,62,2,1,1,1,0,1,34470
1,59,1,1,2,2,2,2,42130
1,67,1,1,1,2,3,0,28725
1,51,1,1,2,2,0,2,76600
1,34,1,1,3,1,2,2,21065
3,41,1,1,1,2,2,1,16277.5
1,77,2,1,2,2,0,1,24895
1,39,2,1,2,1,2,1,51705
1,54,2,1,2,2,0,1,76600
1,31,2,1,4,2,1,2,28725
2,84,2,1,1,3,0,0,178712.4649
1,35,1,1,1,2,1,1,51705
1,45,2,1,4,1,2,2,76600
5,62,1,1,1,2,2,3,24895
3,47,1,1,1,3,3,2,42130
1,65,2,1,2,2,0,0,24895
1,46,1,1,2,2,1,1,24895
1,45,1,1,5,1,1,2,76600
1,32,2,1,4,1,2,1,178712.4649
1,49,1,1,6,2,2,2,178712.4649
5,30,2,1,1,2,2,1,34470
5,27,1,1,1,1,0,1,76600
1,64,1,1,2,2,0,0,0
5,28,1,1,2,2,3,2,16277.5
1,58,1,2,2,2,0,2,91920
5,26,2,3,3,2,2,2,12447.5
5,43,1,1,1,3,3,4,24895
3,71,2,1,1,1,0,0,21065
1,54,2,1,2,1,1,1,42130
1,53,2,1,2,2,2,1,107240
1,58,2,1,2,2,0,4,51705
1,62,2,1,2,2,3,2,91920
3,69,2,1,1,2,0,1,34470
1,59,2,1,3,2,0,2,91920
5,25,1,1,1,2,0,2,34470
1,60,1,1,4,2,2,2,51705
5,37,1,1,4,3,3,3,63195
3,59,2,1,1,2,3,3,63195
3,37,2,1,4,1,2,1,63195
1,41,1,1,3,2,2,2,51705
1,57,1,1,2,2,0,2,42130
3,71,1,3,1,1,0,0,42130
5,33,2,1,1,2,0,1,12447.5
3,62,2,3,1,3,3,0,5745
1,40,2,1,6,1,0,2,63195
3,50,2,1,1,2,2,1,107240
1,42,2,1,4,2,2,2,91920
2,72,1,3,2,2,0,0,12447.5
5,32,2,1,5,2,3,2,4979
3,39,2,1,4,2,3,1,21065
1,66,2,1,3,2,2,1,107240
5,32,2,1,2,2,2,0,18192.5
1,60,1,1,3,1,1,1,178712.4649
3,43,2,1,4,3,2,1,51705
1,74,2,1,2,1,2,0,28725
1,52,2,1,2,2,0,2,76600
2,84,1,1,1,1,0,0,24895
1,49,2,1,2,2,2,1,107240
1,52,2,1,7,1,1,1,18192.5
1,40,2,1,4,1,1,1,178712.4649
1,89,1,1,2,1,0,0,34470
1,61,2,1,2,2,1,0,0
1,53,1,1,6,2,2,1,34470
5,21,2,1,3,1,1,1,34470
1,42,2,1,4,2,0,1,34470
3,58,1,1,5,1,2,0,8617.5
3,58,1,1,2,3,0,1,34470
3,69,1,1,1,3,2,0,91920
1,65,1,1,2,1,2,0,18192.5
1,59,2,1,4,1,2,0,0
1,74,1,1,2,1,0,0,34470
1,53,1,1,2,2,3,0,51705
5,48,2,1,2,3,4,0,21065
2,80,2,1,4,1,3,0,24895
2,76,2,1,2,2,1,3,18192.5
1,63,1,1,2,2,3,0,63195
1,78,1,1,2,1,0,0,76600
3,52,2,1,1,1,1,1,21065
2,84,1,1,1,2,3,0,10532.5
3,49,2,1,1,1,0,1,42130
3,50,2,1,1,2,0,3,18192.5
2,77,2,1,1,2,2,0,12447.5
3,41,2,1,3,2,2,2,18192.5
1,48,1,1,7,2,0,2,42130
1,60,1,1,2,1,0,0,24895
1,53,2,1,2,2,2,2,91920
1,52,2,1,2,2,2,3,42130
1,52,2,1,3,2,2,1,42130
1,39,2,1,5,2,1,2,24895
2,77,2,1,1,2,0,2,8617.5
2,63,2,1,4,1,0,1,12447.5
1,31,2,1,4,2,2,4,14362.5
1,39,2,1,4,1,3,1,16277.5
1,56,2,1,2,2,0,2,42130
4,34,2,1,2,2,0,1,0
1,32,1,1,4,2,2,1,63195
1,80,1,1,2,1,0,0,34470
5,21,1,1,4,1,2,2,383
1,47,1,1,2,1,0,2,8617.5
1,63,1,1,2,1,2,1,51705
5,69,2,1,1,3,0,2,2681
3,52,1,1,5,2,3,0,10532.5
1,37,2,1,4,2,1,1,107240
3,52,1,1,1,2,4,0,12447.5
4,43,1,1,1,2,2,2,8617.5
1,59,2,1,3,1,2,0,24895
1,62,1,1,2,2,3,1,28725
4,32,2,1,8,2,0,0,6894
1,41,1,1,5,2,2,1,42130
2,84,2,1,1,1,0,0,5745
1,75,2,1,2,1,0,1,0
1,84,1,1,2,1,0,0,91920
3,48,1,1,3,2,2,2,63195
1,89,1,1,2,1,2,0,21065
1,59,1,1,4,1,0,1,91920
1,64,1,1,3,1,3,1,76600
1,40,1,1,6,2,2,1,76600
5,71,1,1,1,2,3,0,8617.5
1,62,1,1,2,2,0,1,34470
3,36,1,1,3,3,3,2,383
1,37,2,1,4,2,0,4,51705
1,44,2,1,4,2,0,1,34470
1,39,1,2,4,2,1,1,51705
1,64,1,1,2,2,0,1,0
4,54,1,1,2,2,2,2,8617.5
1,60,2,2,2,2,0,3,12447.5
1,51,1,2,4,3,3,1,1532
5,0,2,2,1,2,2,2,8617.5
1,44,1,2,4,2,3,1,28725
1,32,2,1,4,1,2,1,0
3,47,2,1,7,3,3,0,10532.5
5,28,1,1,1,2,0,1,21065
1,70,2,1,2,1,2,0,16277.5
3,59,1,1,1,2,0,0,16277.5
3,38,1,1,1,2,1,1,24895
1,69,2,1,2,2,2,0,51705
1,44,2,1,2,2,0,1,51705
1,37,2,2,5,2,2,2,107240
1,71,2,1,2,2,2,0,63195
1,63,1,1,4,2,0,0,34470
1,67,2,1,2,2,0,4,24895
1,54,1,1,2,2,0,2,51705
1,64,1,1,4,3,2,1,42130
1,62,1,2,2,3,0,4,42130
5,47,1,1,2,2,3,1,24895
1,59,1,1,3,2,3,3,51705
1,64,1,1,2,2,3,0,12447.5
3,0,2,1,3,2,3,0,0
2,64,1,1,2,2,0,0,12447.5
2,89,2,1,1,2,3,0,0
5,31,1,2,4,2,0,1,34470
3,42,2,1,3,2,0,2,51705
1,38,2,1,4,2,2,2,63195
1,64,1,1,2,1,0,0,34470
3,69,2,1,1,2,3,0,10532.5
1,44,1,1,4,2,0,1,76600
3,56,1,1,2,2,0,4,34470
1,47,2,1,3,2,2,1,51705
1,66,2,1,3,1,3,1,63195
1,40,2,1,4,2,0,2,16277.5
1,56,1,1,2,2,0,1,34470
5,23,1,1,5,3,4,1,8617.5
1,39,1,1,5,2,3,2,34470
2,79,2,1,1,2,2,0,0
1,48,1,1,3,2,2,1,178712.4649
5,33,2,1,2,2,0,0,51705
1,50,2,1,6,1,0,4,178712.4649
1,35,2,1,5,2,2,2,91920
1,56,2,1,2,2,2,2,178712.4649
1,52,2,1,2,1,3,1,178712.4649
1,41,2,1,2,2,2,1,91920
1,48,2,1,3,2,1,1,91920
3,62,2,1,2,2,2,1,24895
5,57,1,2,1,2,0,0,12447.5
5,51,2,2,1,3,2,1,383
5,31,2,2,1,2,0,3,8617.5
3,64,2,2,1,2,4,0,10532.5
1,59,2,2,3,2,0,1,51705
2,57,2,1,1,2,3,0,8617.5
1,43,1,1,4,2,0,2,0
1,60,2,1,2,1,2,1,51705
1,36,2,1,4,1,1,1,51705
3,34,2,1,2,3,2,2,8617.5
1,0,1,1,2,1,2,1,0
1,67,2,1,2,2,2,0,34470
3,58,2,3,2,1,3,2,10532.5
2,60,2,1,1,3,2,1,18192.5
1,65,2,1,2,1,0,0,51705
3,65,1,1,1,2,0,0,16277.5
2,76,2,1,1,3,2,1,21065
3,72,1,1,1,3,3,0,10532.5
5,27,2,2,3,3,0,2,16277.5
4,22,2,1,1,2,0,2,12447.5
2,70,2,1,1,2,0,0,12447.5
5,57,1,2,1,2,2,1,14362.5
1,71,1,2,1,2,3,0,14362.5
1,61,2,2,2,1,3,1,10532.5
4,0,2,2,1,2,0,2,8617.5
5,61,2,2,2,1,2,2,18192.5
5,24,1,2,1,2,0,3,10532.5
1,38,2,1,3,1,2,1,28725
4,67,2,1,1,2,2,2,6894
4,60,2,1,2,2,0,2,21065
2,78,2,1,1,1,1,0,28725
1,52,1,1,3,3,3,4,34470
1,34,1,1,4,2,2,1,34470
3,57,1,1,3,2,2,1,6894
3,53,1,1,2,3,4,2,6894
3,55,2,1,1,2,1,3,10532.5
1,70,1,1,4,1,2,1,91920
1,69,2,3,2,1,0,0,51705
2,89,1,1,2,2,2,0,14362.5
3,45,2,2,1,2,2,0,6894
5,47,2,2,2,2,0,1,21065
5,27,2,2,4,1,1,1,10532.5
1,42,2,1,2,2,2,1,24895
5,55,1,2,1,2,3,4,8617.5
5,56,2,2,5,2,2,1,34470
5,70,2,2,2,2,0,0,6894
5,21,1,2,3,2,2,1,0
1,55,1,2,2,1,2,1,51705
2,55,2,1,2,2,0,0,8617.5
1,43,1,2,3,3,3,0,21065
5,37,1,2,2,3,1,3,0
1,67,1,1,2,2,3,1,14362.5
1,46,2,1,5,2,2,3,16277.5
1,53,1,2,2,2,1,3,16277.5
3,64,1,2,1,2,1,0,0
5,28,2,2,1,1,1,1,10532.5
5,28,2,1,3,1,0,1,8617.5
5,25,2,2,3,3,3,4,10532.5
5,29,1,2,2,1,1,1,16277.5
3,29,2,1,7,2,0,1,4213
5,31,2,1,2,2,0,1,12447.5
5,0,2,2,1,2,0,0,0
3,55,2,1,2,2,1,1,42130
1,32,1,1,3,2,0,1,0
5,21,1,3,4,2,0,1,34470
5,36,2,1,1,2,0,1,42130
5,31,2,2,3,2,2,1,3447
5,41,2,2,2,2,0,1,5745
5,24,2,2,2,1,2,1,10532.5
2,74,2,2,3,2,0,0,1532
2,63,2,2,4,2,0,1,21065
5,40,2,3,7,3,0,3,0
1,54,1,1,2,2,2,1,24895
1,61,1,1,2,1,2,1,42130
3,50,1,2,1,1,0,1,4213
3,58,1,1,1,2,3,1,10532.5
1,69,1,1,2,1,3,1,42130
1,37,2,1,2,2,0,0,16277.5
3,54,1,2,2,1,3,0,8617.5
5,43,1,2,4,1,0,1,24895
5,40,1,1,1,3,2,1,21065
5,43,1,1,3,2,0,2,51705
1,29,2,2,2,1,1,1,51705
5,58,1,2,2,2,2,0,18192.5
3,34,1,1,2,2,3,2,1532
1,62,1,2,1,2,2,2,63195
5,37,2,3,3,1,0,2,34470
1,51,1,1,3,2,2,3,34470
1,77,2,1,2,2,0,0,0
2,66,2,1,1,2,3,0,12447.5
1,49,1,1,2,2,0,1,34470
1,77,1,1,2,1,0,1,2681
3,69,1,1,1,2,3,2,91920
3,54,2,1,2,1,0,2,10532.5
3,53,2,1,3,3,2,1,14362.5
3,69,2,1,1,2,1,2,0
3,34,1,1,4,2,0,3,28725
3,38,2,1,3,2,2,4,24895
3,65,2,1,1,1,2,1,0
1,66,1,1,2,2,0,2,0
1,67,1,1,2,1,4,0,21065
1,70,2,1,2,2,2,1,21065
1,53,1,1,2,1,2,2,63195
3,52,2,1,4,3,4,3,8617.5
2,70,2,1,2,2,0,0,16277.5
5,54,1,2,1,2,2,1,18192.5
1,60,2,1,2,1,0,1,42130
3,46,2,1,2,2,2,1,34470
1,74,1,1,2,1,0,0,76600
1,33,2,1,4,1,2,3,91920
1,0,1,1,2,3,0,3,14362.5
1,30,2,1,5,2,0,1,42130
5,21,2,1,4,2,1,0,24895
1,52,1,1,3,3,2,0,0
1,39,2,1,3,2,0,1,63195
1,55,1,1,3,1,1,2,91920
1,41,2,1,3,2,2,1,107240
1,60,2,1,4,1,0,1,34470
1,63,2,1,2,2,1,1,178712.4649
3,59,1,1,2,2,3,0,24895
3,61,1,1,1,3,0,0,6894
2,56,1,1,2,1,0,1,178712.4649
1,31,2,1,4,1,2,1,107240
1,45,2,1,5,2,3,4,28725
1,61,1,1,3,1,0,1,42130
1,85,1,1,2,1,0,0,178712.4649
1,68,2,1,2,1,3,1,76600
5,27,2,1,5,2,2,3,178712.4649
1,22,2,1,4,2,0,1,51705
3,63,1,1,3,3,3,0,14362.5
3,69,2,2,1,2,0,0,8617.5
1,62,2,1,2,1,0,1,24895
1,83,1,1,2,3,2,0,0
3,47,2,1,2,2,2,2,12447.5
1,39,1,1,2,1,0,2,14362.5
5,88,1,1,3,2,2,0,42130
3,48,2,1,3,2,3,1,42130
3,36,2,1,7,3,4,1,6894
3,72,2,1,1,3,2,0,8617.5
5,27,2,1,3,2,2,2,12447.5
3,54,2,1,4,2,2,1,34470
3,52,2,1,1,2,2,2,63195
1,36,1,1,3,1,3,0,63195
1,27,1,1,4,2,2,2,63195
1,23,2,1,2,2,0,1,34470
1,33,2,3,2,3,2,2,14362.5
1,58,2,1,3,1,0,0,0
3,65,1,1,2,2,2,2,4213
3,55,2,1,2,1,1,1,18192.5
5,52,2,1,2,2,0,2,178712.4649
2,78,2,1,2,2,2,1,42130
1,72,1,1,2,1,1,0,24895
1,32,1,3,5,2,1,1,16277.5
5,44,2,1,4,2,0,3,18192.5
5,27,1,1,2,3,3,2,16277.5
3,64,2,1,1,2,3,2,16277.5
3,63,1,1,1,2,0,0,3447
3,51,2,1,1,2,2,2,18192.5
1,71,2,1,2,1,3,0,21065
3,45,2,1,4,2,2,1,51705
1,38,1,1,5,2,2,2,16277.5
5,36,1,1,6,1,3,1,18192.5
5,20,1,1,2,2,0,1,8617.5
1,50,2,1,2,1,2,1,28725
1,25,1,1,3,1,1,1,0
1,69,2,1,2,2,0,0,34470
4,65,1,1,1,3,4,0,34470
1,64,1,1,2,2,2,0,107240
2,68,2,1,2,3,0,0,8617.5
3,46,2,1,1,3,0,3,8617.5
3,59,2,1,1,3,1,2,6894
5,32,1,1,1,2,0,2,28725
